X.SXVP1.,X.SXVP1..1,X0,startloc,endloc
GTYP1,KNUP1,1282.33828,10,50
GTYP1,DBDP1,1347.064204,10,51
GTYP1,CCUP1,1396.595972,10,52
GTYP1,SYNP1,1331.050003,10,53
GTYP1,JAIP1,1331.870641,10,54
GTYP1,AGRP1,1356.228728,10,55
GTYP1,AGRP2,1365.03457,10,56
GTYP1,GKPP1,1424.295088,10,57
GTYP1,BPCP1,1495.670345,10,58
GTYP1,MZUP1,1477.500491,10,59
GTYP1,DELP1,1474.798342,10,60
GTYP1,DELP3,1532.054501,10,61
GTYP1,PGHP1,1553.240995,10,62
GTYP1,NJPP1,1710.611272,10,63
GTYP1,AMBP1,1694.620325,10,64
GTYP1,BKSP1,1776.58548,10,65
GTYP1,GAUP1,1927.654733,10,66
KRNP1,SXVP1,469.6715957,11,1
KRNP1,KRIP1,377.17356,11,2
KRNP1,BLRP2,348.1505926,11,3
KRNP1,MULP1,307.7523621,11,4
KRNP1,BLRP1,317.3801563,11,5
KRNP1,BAGP1,240.8789548,11,6
KRNP1,MAAP1,390.8825884,11,7
KRNP1,GDRP1,282.1471028,11,8
KRNP1,CTAP1,258.4036478,11,9
KRNP1,GTYP1,106.6469161,11,10
KRNP1,KRNP1,9.50E-05,11,11
KRNP1,HBXP1,323.0062184,11,12
KRNP1,PGRP1,210.372106,11,13
KRNP1,VGAP1,283.3310496,11,14
KRNP1,BGMP1,371.8444495,11,15
KRNP1,HYDP1,144.6352909,11,16
KRNP1,HYDP2,181.9773179,11,17
KRNP1,NPWP1,400.4418827,11,18
KRNP1,TPNP1,220.2853851,11,19
KRNP1,SATP1,336.1813566,11,20
KRNP1,SSEP1,308.2891861,11,21
KRNP1,STRP1,470.9368664,11,22
KRNP1,NDCP1,364.8413322,11,23
KRNP1,VTZP1,558.1560925,11,24
KRNP1,ADBP1,409.269677,11,25
KRNP1,PNQP1,549.0767804,11,26
KRNP1,AWBP1,514.7709157,11,27
KRNP1,MLGP1,492.2443462,11,28
KRNP1,BOMP1,642.0586623,11,29
KRNP1,NAGP1,584.6758607,11,30
KRNP1,DHIP1,646.6309866,11,31
KRNP1,VAPP1,731.456775,11,32
KRNP1,BAMP1,808.5168369,11,33
KRNP1,RPRP1,696.0334742,11,34
KRNP1,STVP1,789.3895754,11,35
KRNP1,IDRP1,781.897618,11,36
KRNP1,NURP1,787.7486131,11,37
KRNP1,SBPP1,868.0287847,11,38
KRNP1,BDQP1,869.8735012,11,39
KRNP1,AMDP1,961.3953261,11,40
KRNP1,KDJP1,1035.735919,11,41
KRNP1,BHCP1,1068.738005,11,42
KRNP1,KHRP1,1010.539343,11,43
KRNP1,CORP1,1055.38066,11,44
KRNP1,JHSP1,1062.581922,11,45
KRNP1,IXWP1,1158.141894,11,46
KRNP1,BHLP1,1107.449548,11,47
KRNP1,VNSP1,1164.890115,11,48
KRNP1,AUBP1,1184.032869,11,49
KRNP1,KNUP1,1177.62034,11,50
KRNP1,DBDP1,1246.494363,11,51
KRNP1,CCUP1,1303.3522,11,52
KRNP1,SYNP1,1232.858378,11,53
KRNP1,JAIP1,1242.623131,11,54
KRNP1,AGRP1,1257.359438,11,55
KRNP1,AGRP2,1267.27309,11,56
KRNP1,GKPP1,1317.64975,11,57
KRNP1,BPCP1,1398.204666,11,58
KRNP1,MZUP1,1372.009402,11,59
KRNP1,DELP1,1380.102692,11,60
KRNP1,DELP3,1436.238332,11,61
KRNP1,PGHP1,1451.304073,11,62
KRNP1,NJPP1,1608.277183,11,63
KRNP1,AMBP1,1599.429349,11,64
KRNP1,BKSP1,1676.656429,11,65
KRNP1,GAUP1,1830.598379,11,66
HBXP1,SXVP1,515.2768248,12,1
HBXP1,KRIP1,456.7473264,12,2
HBXP1,BLRP2,405.3512329,12,3
HBXP1,MULP1,438.0594091,12,4
HBXP1,BLRP1,340.4991839,12,5
HBXP1,BAGP1,339.8634571,12,6
HBXP1,MAAP1,599.7324818,12,7
HBXP1,GDRP1,532.366162,12,8
HBXP1,CTAP1,180.5588058,12,9
HBXP1,GTYP1,275.4077737,12,10
HBXP1,KRNP1,323.0062184,12,11
HBXP1,HBXP1,0,12,12
HBXP1,PGRP1,532.9633892,12,13
HBXP1,VGAP1,606.3320738,12,14
HBXP1,BGMP1,81.51182554,12,15
HBXP1,HYDP1,402.2169403,12,16
HBXP1,HYDP2,416.196659,12,17
HBXP1,NPWP1,158.6159559,12,18
HBXP1,TPNP1,459.1451207,12,19
HBXP1,SATP1,654.6021488,12,20
HBXP1,SSEP1,280.6316482,12,21
HBXP1,STRP1,291.6610287,12,22
HBXP1,NDCP1,487.7639716,12,23
HBXP1,VTZP1,878.7229131,12,24
HBXP1,ADBP1,598.0189171,12,25
HBXP1,PNQP1,399.0838905,12,26
HBXP1,AWBP1,505.2711671,12,27
HBXP1,MLGP1,583.3644806,12,28
HBXP1,BOMP1,485.5212193,12,29
HBXP1,NAGP1,761.7559928,12,30
HBXP1,DHIP1,617.2705723,12,31
HBXP1,VAPP1,604.3346265,12,32
HBXP1,BAMP1,1121.930353,12,33
HBXP1,RPRP1,946.3369368,12,34
HBXP1,STVP1,687.7784074,12,35
HBXP1,IDRP1,821.2157805,12,36
HBXP1,NURP1,951.1607437,12,37
HBXP1,SBPP1,1150.39736,12,38
HBXP1,BDQP1,801.7622977,12,39
HBXP1,AMDP1,881.6696283,12,40
HBXP1,KDJP1,1329.737799,12,41
HBXP1,BHCP1,1373.28665,12,42
HBXP1,KHRP1,980.4739628,12,43
HBXP1,CORP1,1062.797772,12,44
HBXP1,JHSP1,1183.769478,12,45
HBXP1,IXWP1,1444.555498,12,46
HBXP1,BHLP1,1116.765806,12,47
HBXP1,VNSP1,1387.438731,12,48
HBXP1,AUBP1,1429.513286,12,49
HBXP1,KNUP1,1341.253533,12,50
HBXP1,DBDP1,1523.743235,12,51
HBXP1,CCUP1,1602.759052,12,52
HBXP1,SYNP1,1334.510574,12,53
HBXP1,JAIP1,1287.999477,12,54
HBXP1,AGRP1,1363.446114,12,55
HBXP1,AGRP2,1364.968502,12,56
HBXP1,GKPP1,1525.767189,12,57
HBXP1,BPCP1,1685.907091,12,58
HBXP1,MZUP1,1613.289966,12,59
HBXP1,DELP1,1454.508699,12,60
HBXP1,DELP3,1516.832612,12,61
HBXP1,PGHP1,1579.005638,12,62
HBXP1,NJPP1,1873.779221,12,63
HBXP1,AMBP1,1673.006373,12,64
HBXP1,BKSP1,1953.690423,12,65
HBXP1,GAUP1,2117.515104,12,66
PGRP1,SXVP1,564.6665608,13,1
PGRP1,KRIP1,472.9471629,13,2
PGRP1,BLRP2,465.2713751,13,3
PGRP1,MULP1,392.3681492,13,4
PGRP1,BLRP1,460.9405337,13,5
PGRP1,BAGP1,374.7473852,13,6
PGRP1,MAAP1,377.4381027,13,7
PGRP1,GDRP1,259.3275339,13,8
PGRP1,CTAP1,453.6717906,13,9
PGRP1,GTYP1,290.5994201,13,10
PGRP1,KRNP1,210.372106,13,11
PGRP1,HBXP1,532.9633892,13,12
PGRP1,PGRP1,0,13,13
PGRP1,VGAP1,75.06765283,13,14
PGRP1,BGMP1,577.3479327,13,15
PGRP1,HYDP1,192.1812929,13,16
PGRP1,HYDP2,219.6476354,13,17
PGRP1,NPWP1,595.7758726,13,18
PGRP1,TPNP1,219.7734253,13,19
PGRP1,SATP1,132.3972031,13,20
PGRP1,SSEP1,457.4093141,13,21
PGRP1,STRP1,642.4089234,13,22
PGRP1,NDCP1,405.6653983,13,23
PGRP1,VTZP1,348.6974094,13,24
PGRP1,ADBP1,377.8930518,13,25
PGRP1,PNQP1,701.6050641,13,26
PGRP1,AWBP1,605.5110752,13,27
PGRP1,MLGP1,523.2139437,13,28
PGRP1,BOMP1,789.0250435,13,29
PGRP1,NAGP1,529.3894456,13,30
PGRP1,DHIP1,730.2196594,13,31
PGRP1,VAPP1,858.3088919,13,32
PGRP1,BAMP1,604.2174401,13,33
PGRP1,RPRP1,558.6660305,13,34
PGRP1,STVP1,899.3903698,13,35
PGRP1,IDRP1,809.5937157,13,36
PGRP1,NURP1,722.9088549,13,37
PGRP1,SBPP1,692.0149457,13,38
PGRP1,BDQP1,956.4391634,13,39
PGRP1,AMDP1,1049.330831,13,40
PGRP1,KDJP1,846.5434919,13,41
PGRP1,BHCP1,870.4021814,13,42
PGRP1,KHRP1,1066.753668,13,43
PGRP1,CORP1,1085.8675,13,44
PGRP1,JHSP1,1014.127661,13,45
PGRP1,IXWP1,974.0838363,13,46
PGRP1,BHLP1,1134.263746,13,47
PGRP1,VNSP1,1033.630968,13,48
PGRP1,AUBP1,1033.568299,13,49
PGRP1,KNUP1,1092.55319,13,50
PGRP1,DBDP1,1069.026449,13,51
PGRP1,CCUP1,1107.826152,13,52
PGRP1,SYNP1,1191.721961,13,53
PGRP1,JAIP1,1240.161562,13,54
PGRP1,AGRP1,1212.205526,13,55
PGRP1,AGRP2,1227.767476,13,56
PGRP1,GKPP1,1194.322873,13,57
PGRP1,BPCP1,1211.173573,13,58
PGRP1,MZUP1,1221.697319,13,59
PGRP1,DELP1,1353.359605,13,60
PGRP1,DELP3,1403.651932,13,61
PGRP1,PGHP1,1385.074301,13,62
PGRP1,NJPP1,1436.709226,13,63
PGRP1,AMBP1,1567.741203,13,64
PGRP1,BKSP1,1496.020645,13,65
PGRP1,GAUP1,1642.087271,13,66
VGAP1,SXVP1,595.6918349,14,1
VGAP1,KRIP1,507.3472778,14,2
VGAP1,BLRP2,506.5681237,14,3
VGAP1,MULP1,427.2825729,14,4
VGAP1,BLRP1,510.3029845,14,5
VGAP1,BAGP1,424.7319815,14,6
VGAP1,MAAP1,380.2724213,14,7
VGAP1,GDRP1,271.4091971,14,8
VGAP1,CTAP1,518.8306253,14,9
VGAP1,GTYP1,356.3825509,14,10
VGAP1,KRNP1,283.3310496,14,11
VGAP1,HBXP1,606.3320738,14,12
VGAP1,PGRP1,75.06765283,14,13
VGAP1,VGAP1,0,14,14
VGAP1,BGMP1,652.0560307,14,15
VGAP1,HYDP1,261.7383866,14,16
VGAP1,HYDP2,284.8849334,14,17
VGAP1,NPWP1,670.8093976,14,18
VGAP1,TPNP1,277.425531,14,19
VGAP1,SATP1,87.7841481,14,20
VGAP1,SSEP1,529.0385675,14,21
VGAP1,STRP1,715.5574793,14,22
VGAP1,NDCP1,459.4237758,14,23
VGAP1,VTZP1,280.8774919,14,24
VGAP1,ADBP1,412.9133099,14,25
VGAP1,PNQP1,771.9736896,14,26
VGAP1,AWBP1,665.3392875,14,27
VGAP1,MLGP1,570.5028721,14,28
VGAP1,BOMP1,858.0874398,14,29
VGAP1,NAGP1,549.1052992,14,30
VGAP1,DHIP1,786.8219843,14,31
VGAP1,VAPP1,923.2882148,14,32
VGAP1,BAMP1,541.8887831,14,33
VGAP1,RPRP1,541.2189125,14,34
VGAP1,STVP1,960.5742896,14,35
VGAP1,IDRP1,850.4991252,14,36
VGAP1,NURP1,734.0761638,14,37
VGAP1,SBPP1,650.1936601,14,38
VGAP1,BDQP1,1011.761453,14,39
VGAP1,AMDP1,1104.413937,14,40
VGAP1,KDJP1,794.9379292,14,41
VGAP1,BHCP1,812.1165347,14,42
VGAP1,KHRP1,1113.344824,14,43
VGAP1,CORP1,1124.888492,14,44
VGAP1,JHSP1,1027.49924,14,45
VGAP1,IXWP1,925.1623366,14,46
VGAP1,BHLP1,1171.828546,14,47
VGAP1,VNSP1,1012.444622,14,48
VGAP1,AUBP1,1003.008532,14,49
VGAP1,KNUP1,1091.037518,14,50
VGAP1,DBDP1,1023.645907,14,51
VGAP1,CCUP1,1050.886521,14,52
VGAP1,SYNP1,1206.267003,14,53
VGAP1,JAIP1,1267.739621,14,54
VGAP1,AGRP1,1225.143413,14,55
VGAP1,AGRP2,1242.64913,14,56
VGAP1,GKPP1,1175.680817,14,57
VGAP1,BPCP1,1159.538834,14,58
VGAP1,MZUP1,1190.130717,14,59
VGAP1,DELP1,1372.002187,14,60
VGAP1,DELP3,1419.959997,14,61
VGAP1,PGHP1,1389.046073,14,62
VGAP1,NJPP1,1393.357731,14,63
VGAP1,AMBP1,1583.595651,14,64
VGAP1,BKSP1,1447.493929,14,65
VGAP1,GAUP1,1588.67951,14,66
BGMP1,SXVP1,596.5601005,15,1
BGMP1,KRIP1,538.0825565,15,2
BGMP1,BLRP2,486.7689145,15,3
BGMP1,MULP1,517.4781566,15,4
BGMP1,BLRP1,421.9828734,15,5
BGMP1,BAGP1,418.7435138,15,6
BGMP1,MAAP1,675.9034813,15,7
BGMP1,GDRP1,602.7734759,15,8
BGMP1,CTAP1,261.7883398,15,9
BGMP1,GTYP1,341.6198758,15,10
BGMP1,KRNP1,371.8444495,15,11
BGMP1,HBXP1,81.51182554,15,12
BGMP1,PGRP1,577.3479327,15,13
BGMP1,VGAP1,652.0560307,15,14
BGMP1,BGMP1,0,15,15
BGMP1,HYDP1,426.5169072,15,16
BGMP1,HYDP2,433.1818514,15,17
BGMP1,NPWP1,81.72330061,15,18
BGMP1,TPNP1,473.5558859,15,19
BGMP1,SATP1,692.1503746,15,20
BGMP1,SSEP1,250.3982657,15,21
BGMP1,STRP1,217.7409579,15,22
BGMP1,NDCP1,470.1095444,15,23
BGMP1,VTZP1,916.8845998,15,24
BGMP1,ADBP1,590.550677,15,25
BGMP1,PNQP1,325.4363401,15,26
BGMP1,AWBP1,454.8200063,15,27
BGMP1,MLGP1,552.0367425,15,28
BGMP1,BOMP1,408.712906,15,29
BGMP1,NAGP1,745.2745773,15,30
BGMP1,DHIP1,558.1891572,15,31
BGMP1,VAPP1,529.3487691,15,32
BGMP1,BAMP1,1151.501897,15,33
BGMP1,RPRP1,947.9026407,15,34
BGMP1,STVP1,615.0398999,15,35
BGMP1,IDRP1,770.8206498,15,36
BGMP1,NURP1,926.9550475,15,37
BGMP1,SBPP1,1162.165253,15,38
BGMP1,BDQP1,732.3837176,15,39
BGMP1,AMDP1,809.7879396,15,40
BGMP1,KDJP1,1345.951015,15,41
BGMP1,BHCP1,1395.370584,15,42
BGMP1,KHRP1,915.0415176,15,43
BGMP1,CORP1,1002.903735,15,44
BGMP1,JHSP1,1145.987013,15,45
BGMP1,IXWP1,1456.371365,15,46
BGMP1,BHLP1,1056.707062,15,47
BGMP1,VNSP1,1375.244453,15,48
BGMP1,AUBP1,1424.729596,15,49
BGMP1,KNUP1,1312.50197,15,50
BGMP1,DBDP1,1530.94456,15,51
BGMP1,CCUP1,1620.829745,15,52
BGMP1,SYNP1,1290.919279,15,53
BGMP1,JAIP1,1233.18068,15,54
BGMP1,AGRP1,1320.619075,15,55
BGMP1,AGRP2,1320.276408,15,56
BGMP1,GKPP1,1508.178182,15,57
BGMP1,BPCP1,1697.364112,15,58
BGMP1,MZUP1,1605.987726,15,59
BGMP1,DELP1,1404.296706,15,60
BGMP1,DELP3,1467.522302,15,61
BGMP1,PGHP1,1539.721294,15,62
BGMP1,NJPP1,1874.57672,15,63
BGMP1,AMBP1,1621.475262,15,64
BGMP1,BKSP1,1959.221466,15,65
BGMP1,GAUP1,2127.368527,15,66
HYDP1,SXVP1,611.9784179,16,1
HYDP1,KRIP1,518.6553628,16,2
HYDP1,BLRP2,491.9681484,16,3
HYDP1,MULP1,445.8117963,16,4
HYDP1,BLRP1,461.9033281,16,5
HYDP1,BAGP1,385.0951396,16,6
HYDP1,MAAP1,500.7912565,16,7
HYDP1,GDRP1,382.1255733,16,8
HYDP1,CTAP1,387.7533101,16,9
HYDP1,GTYP1,249.8648853,16,10
HYDP1,KRNP1,144.6352909,16,11
HYDP1,HBXP1,402.2169403,16,12
HYDP1,PGRP1,192.1812929,16,13
HYDP1,VGAP1,261.7383866,16,14
HYDP1,BGMP1,426.5169072,16,15
HYDP1,HYDP1,0,16,16
HYDP1,HYDP2,40.23578695,16,17
HYDP1,NPWP1,427.6684328,16,18
HYDP1,TPNP1,75.71757678,16,19
HYDP1,SATP1,275.7203353,16,20
HYDP1,SSEP1,267.8368553,16,21
HYDP1,STRP1,456.4351662,16,22
HYDP1,NDCP1,238.3076547,16,23
HYDP1,VTZP1,497.1727839,16,24
HYDP1,ADBP1,265.1943319,16,25
HYDP1,PNQP1,510.2591742,16,26
HYDP1,AWBP1,420.7721159,16,27
HYDP1,MLGP1,365.0494669,16,28
HYDP1,BOMP1,596.9776669,16,29
HYDP1,NAGP1,440.1802774,16,30
HYDP1,DHIP1,549.2718316,16,31
HYDP1,VAPP1,667.182443,16,32
HYDP1,BAMP1,725.0113347,16,33
HYDP1,RPRP1,562.3288533,16,34
HYDP1,STVP1,711.5074364,16,35
HYDP1,IDRP1,657.2030492,16,36
HYDP1,NURP1,643.2525257,16,37
HYDP1,SBPP1,751.0782177,16,38
HYDP1,BDQP1,775.9712172,16,39
HYDP1,AMDP1,868.7986819,16,40
HYDP1,KDJP1,927.9068499,16,41
HYDP1,BHCP1,971.4988935,16,42
HYDP1,KHRP1,900.0984875,16,43
HYDP1,CORP1,933.4941452,16,44
HYDP1,JHSP1,919.9066635,16,45
HYDP1,IXWP1,1044.547543,16,46
HYDP1,BHLP1,984.3297071,16,47
HYDP1,VNSP1,1025.921512,16,48
HYDP1,AUBP1,1050.950841,16,49
HYDP1,KNUP1,1033.006693,16,50
HYDP1,DBDP1,1127.221596,16,51
HYDP1,CCUP1,1200.559443,16,52
HYDP1,SYNP1,1091.552444,16,53
HYDP1,JAIP1,1110.015249,16,54
HYDP1,AGRP1,1115.495444,16,55
HYDP1,AGRP2,1126.294718,16,56
HYDP1,GKPP1,1176.550455,16,57
HYDP1,BPCP1,1285.801127,16,58
HYDP1,MZUP1,1238.126359,16,59
HYDP1,DELP1,1241.740665,16,60
HYDP1,DELP3,1296.798881,16,61
HYDP1,PGHP1,1307.37267,16,62
HYDP1,NJPP1,1483.642057,16,63
HYDP1,AMBP1,1460.418019,16,64
HYDP1,BKSP1,1557.859448,16,65
HYDP1,GAUP1,1717.991069,16,66
HYDP2,SXVP1,650.812368,17,1
HYDP2,KRIP1,557.7065045,17,2
HYDP2,BLRP2,530.0583081,17,3
HYDP2,MULP1,485.4476182,17,4
HYDP2,BLRP1,498.2257137,17,5
HYDP2,BAGP1,422.8554806,17,6
HYDP2,MAAP1,540.4412219,17,7
HYDP2,GDRP1,421.4047907,17,8
HYDP2,CTAP1,416.7221293,17,9
HYDP2,GTYP1,285.4546348,17,10
HYDP2,KRNP1,181.9773179,17,11
HYDP2,HBXP1,416.196659,17,12
HYDP2,PGRP1,219.6476354,17,13
HYDP2,VGAP1,284.8849334,17,14
HYDP2,BGMP1,433.1818514,17,15
HYDP2,HYDP1,40.23578695,17,16
HYDP2,HYDP2,0,17,17
HYDP2,NPWP1,426.6774444,17,18
HYDP2,TPNP1,44.21079551,17,19
HYDP2,SATP1,287.4704835,17,20
HYDP2,SSEP1,252.5069702,17,21
HYDP2,STRP1,443.3152498,17,22
HYDP2,NDCP1,199.1017385,17,23
HYDP2,VTZP1,503.7031842,17,24
HYDP2,ADBP1,227.3685256,17,25
HYDP2,PNQP1,489.7877273,17,26
HYDP2,AWBP1,387.2035576,17,27
HYDP2,MLGP1,325.3414629,17,28
HYDP2,BOMP1,574.0404004,17,29
HYDP2,NAGP1,403.0866762,17,30
HYDP2,DHIP1,514.2244108,17,31
HYDP2,VAPP1,639.0417041,17,32
HYDP2,BAMP1,721.8534963,17,33
HYDP2,RPRP1,537.1974255,17,34
HYDP2,STVP1,680.0362085,17,35
HYDP2,IDRP1,617.4746514,17,36
HYDP2,NURP1,606.0997515,17,37
HYDP2,SBPP1,734.208217,17,38
HYDP2,BDQP1,740.9585667,17,39
HYDP2,AMDP1,833.8634359,17,40
HYDP2,KDJP1,914.4737311,17,41
HYDP2,BHCP1,962.1888899,17,42
HYDP2,KHRP1,862.0185137,17,43
HYDP2,CORP1,893.9237816,17,44
HYDP2,JHSP1,881.0115681,17,45
HYDP2,IXWP1,1028.361447,17,46
HYDP2,BHLP1,944.6237031,17,47
HYDP2,VNSP1,996.2968948,17,48
HYDP2,AUBP1,1025.108431,17,49
HYDP2,KNUP1,996.9082575,17,50
HYDP2,DBDP1,1108.338248,17,51
HYDP2,CCUP1,1188.544066,17,52
HYDP2,SYNP1,1052.164347,17,53
HYDP2,JAIP1,1069.780046,17,54
HYDP2,AGRP1,1076.285183,17,55
HYDP2,AGRP2,1086.819495,17,56
HYDP2,GKPP1,1145.152975,17,57
HYDP2,BPCP1,1269.71228,17,58
HYDP2,MZUP1,1211.626156,17,59
HYDP2,DELP1,1201.796405,17,60
HYDP2,DELP3,1257.012694,17,61
HYDP2,PGHP1,1269.326942,17,62
HYDP2,NJPP1,1461.81975,17,63
HYDP2,AMBP1,1420.572582,17,64
HYDP2,BKSP1,1538.68367,17,65
HYDP2,GAUP1,1701.357295,17,66
NPWP1,SXVP1,672.3755687,18,1
NPWP1,KRIP1,609.7134043,18,2
NPWP1,BLRP2,559.1359079,18,3
NPWP1,MULP1,583.0314399,18,4
NPWP1,BLRP1,495.2344948,18,5
NPWP1,BAGP1,483.844783,18,6
NPWP1,MAAP1,734.1449229,18,7
NPWP1,GDRP1,652.4550702,18,8
NPWP1,CTAP1,334.3316596,18,9
NPWP1,GTYP1,390.2582749,18,10
NPWP1,KRNP1,400.4418827,18,11
NPWP1,HBXP1,158.6159559,18,12
NPWP1,PGRP1,595.7758726,18,13
NPWP1,VGAP1,670.8093976,18,14
NPWP1,BGMP1,81.72330061,18,15
NPWP1,HYDP1,427.6684328,18,16
NPWP1,HYDP2,426.6774444,18,17
NPWP1,NPWP1,0,18,18
NPWP1,TPNP1,463.1352912,18,19
NPWP1,SATP1,701.357214,18,20
NPWP1,SSEP1,206.6647572,18,21
NPWP1,STRP1,136.0815246,18,22
NPWP1,NDCP1,428.445533,18,23
NPWP1,VTZP1,924.533865,18,24
NPWP1,ADBP1,555.9792492,18,25
NPWP1,PNQP1,243.7285709,18,26
NPWP1,AWBP1,384.8631676,18,27
NPWP1,MLGP1,496.4062544,18,28
NPWP1,BOMP1,327.5370953,18,29
NPWP1,NAGP1,700.411948,18,30
NPWP1,DHIP1,481.6647538,18,31
NPWP1,VAPP1,447.7229238,18,32
NPWP1,BAMP1,1148.421739,18,33
NPWP1,RPRP1,917.9815016,18,34
NPWP1,STVP1,533.3360022,18,35
NPWP1,IDRP1,698.8557802,18,36
NPWP1,NURP1,874.1142085,18,37
NPWP1,SBPP1,1140.848901,18,38
NPWP1,BDQP1,651.158308,18,39
NPWP1,AMDP1,728.1274729,18,40
NPWP1,KDJP1,1328.273284,18,41
NPWP1,BHCP1,1383.465728,18,42
NPWP1,KHRP1,834.8957995,18,43
NPWP1,CORP1,925.0252846,18,44
NPWP1,JHSP1,1081.673793,18,45
NPWP1,IXWP1,1433.979304,18,46
NPWP1,BHLP1,978.6983817,18,47
NPWP1,VNSP1,1330.90276,18,48
NPWP1,AUBP1,1386.816864,18,49
NPWP1,KNUP1,1254.623178,18,50
NPWP1,DBDP1,1503.876635,18,51
NPWP1,CCUP1,1604.187193,18,52
NPWP1,SYNP1,1222.24378,18,53
NPWP1,JAIP1,1157.683981,18,54
NPWP1,AGRP1,1252.412848,18,55
NPWP1,AGRP2,1250.82399,18,56
NPWP1,GKPP1,1458.903183,18,57
NPWP1,BPCP1,1673.992946,18,58
NPWP1,MZUP1,1565.370647,18,59
NPWP1,DELP1,1331.270264,18,60
NPWP1,DELP3,1394.976932,18,61
NPWP1,PGHP1,1473.642794,18,62
NPWP1,NJPP1,1840.757913,18,63
NPWP1,AMBP1,1547.501585,18,64
NPWP1,BKSP1,1929.670532,18,65
NPWP1,GAUP1,2101.6776,18,66
TPNP1,SXVP1,686.2229516,19,1
TPNP1,KRIP1,592.6283583,19,2
TPNP1,BLRP2,567.0286936,19,3
TPNP1,MULP1,518.5906119,19,4
TPNP1,BLRP1,537.6085775,19,5
TPNP1,BAGP1,460.4137574,19,6
TPNP1,MAAP1,562.520225,19,7
TPNP1,GDRP1,442.2151106,19,8
TPNP1,CTAP1,460.2464935,19,9
TPNP1,GTYP1,325.538062,19,10
TPNP1,KRNP1,220.2853851,19,11
TPNP1,HBXP1,459.1451207,19,12
TPNP1,PGRP1,219.7734253,19,13
TPNP1,VGAP1,277.425531,19,14
TPNP1,BGMP1,473.5558859,19,15
TPNP1,HYDP1,75.71757678,19,16
TPNP1,HYDP2,44.21079551,19,17
TPNP1,NPWP1,463.1352912,19,18
TPNP1,TPNP1,0,19,19
TPNP1,SATP1,266.8518761,19,20
TPNP1,SSEP1,279.8643648,19,21
TPNP1,STRP1,470.6785305,19,22
TPNP1,NDCP1,186.2170829,19,23
TPNP1,VTZP1,475.8531148,19,24
TPNP1,ADBP1,190.8505761,19,25
TPNP1,PNQP1,509.3997251,19,26
TPNP1,AWBP1,387.9396273,19,27
TPNP1,MLGP1,307.4146249,19,28
TPNP1,BOMP1,590.2663844,19,29
TPNP1,NAGP1,364.9446757,19,30
TPNP1,DHIP1,510.8166986,19,31
TPNP1,VAPP1,647.8156773,19,32
TPNP1,BAMP1,685.8540394,19,33
TPNP1,RPRP1,492.9876615,19,34
TPNP1,STVP1,683.16174,19,35
TPNP1,IDRP1,598.0068174,19,36
TPNP1,NURP1,567.9689495,19,37
TPNP1,SBPP1,691.3925081,19,38
TPNP1,BDQP1,736.7942291,19,39
TPNP1,AMDP1,829.6624678,19,40
TPNP1,KDJP1,872.8020929,19,41
TPNP1,BHCP1,922.3594796,19,42
TPNP1,KHRP1,849.3095095,19,43
TPNP1,CORP1,874.9372016,19,44
TPNP1,JHSP1,846.3440819,19,45
TPNP1,IXWP1,985.6544959,19,46
TPNP1,BHLP1,924.7743467,19,47
TPNP1,VNSP1,952.6897542,19,48
TPNP1,AUBP1,980.9188632,19,49
TPNP1,KNUP1,957.3353423,19,50
TPNP1,DBDP1,1064.867603,19,51
TPNP1,CCUP1,1147.352969,19,52
TPNP1,SYNP1,1019.010917,19,53
TPNP1,JAIP1,1043.726614,19,54
TPNP1,AGRP1,1042.508844,19,55
TPNP1,AGRP2,1053.987322,19,56
TPNP1,GKPP1,1102.173962,19,57
TPNP1,BPCP1,1226.983884,19,58
TPNP1,MZUP1,1167.483179,19,59
TPNP1,DELP1,1171.29054,19,60
TPNP1,DELP3,1225.544621,19,61
TPNP1,PGHP1,1232.630361,19,62
TPNP1,NJPP1,1417.794977,19,63
TPNP1,AMBP1,1389.394035,19,64
TPNP1,BKSP1,1495.104074,19,65
TPNP1,GAUP1,1658.409941,19,66
SATP1,SXVP1,682.489027,20,1
SATP1,KRIP1,593.3328957,20,2
SATP1,BLRP2,590.4872448,20,3
SATP1,MULP1,512.9786332,20,4
SATP1,BLRP1,590.5495126,20,5
SATP1,BAGP1,504.4557206,20,6
SATP1,MAAP1,466.8144683,20,7
SATP1,GDRP1,359.1753016,20,8
SATP1,CTAP1,585.3237621,20,9
SATP1,GTYP1,422.361217,20,10
SATP1,KRNP1,336.1813566,20,11
SATP1,HBXP1,654.6021488,20,12
SATP1,PGRP1,132.3972031,20,13
SATP1,VGAP1,87.7841481,20,14
SATP1,BGMP1,692.1503746,20,15
SATP1,HYDP1,275.7203353,20,16
SATP1,HYDP2,287.4704835,20,17
SATP1,NPWP1,701.357214,20,18
SATP1,TPNP1,266.8518761,20,19
SATP1,SATP1,0,20,20
SATP1,SSEP1,539.836931,20,21
SATP1,STRP1,730.303033,20,22
SATP1,NDCP1,433.6666095,20,23
SATP1,VTZP1,224.7676611,20,24
SATP1,ADBP1,364.1688301,20,25
SATP1,PNQP1,775.6099927,20,26
SATP1,AWBP1,645.6892004,20,27
SATP1,MLGP1,532.8534028,20,28
SATP1,BOMP1,857.1177003,20,29
SATP1,NAGP1,482.4894531,20,30
SATP1,DHIP1,760.2007691,20,31
